strategy,budget,run_id,total_infected,peak_infected,duration
random,0.01,459,3970,3072,200
random,0.01,460,3985,3110,200
random,0.01,461,3983,3095,200
random,0.01,462,3952,3262,200
random,0.01,463,3978,3276,200
random,0.01,464,3991,3084,200
random,0.01,465,3942,3187,200
random,0.01,466,3954,3244,200
random,0.01,467,3964,3278,200
random,0.01,468,3910,3019,200
random,0.01,469,3958,3110,200
random,0.01,470,3970,3008,200
random,0.01,471,3976,3099,200
random,0.01,472,3970,3086,200
random,0.01,473,3901,3313,200
random,0.01,474,3933,3226,200
random,0.01,475,3948,3241,200
random,0.01,476,3984,3222,200
random,0.01,477,3968,3206,200
random,0.01,478,3996,3321,200
random,0.01,479,3957,3210,200
random,0.01,480,3976,3319,200
random,0.01,481,3989,3186,200
random,0.01,482,3985,3214,200
random,0.01,483,3965,3171,200
random,0.01,484,3989,3273,200
random,0.01,485,3993,3301,200
random,0.01,486,3971,3282,200
random,0.01,487,3989,3153,200
random,0.01,488,3945,3105,200
random,0.01,489,3973,3181,200
random,0.01,490,3937,3020,200
random,0.01,491,3965,3300,200
random,0.01,492,3987,3042,200
random,0.01,493,3962,3054,200
random,0.01,494,3989,3244,200
random,0.01,495,3968,3252,200
random,0.01,496,3978,3261,200
random,0.01,497,3967,3287,200
random,0.01,498,3973,3240,200
random,0.01,499,3977,3227,200
random,0.05,0,3826,3007,200
random,0.05,1,3821,3119,200
random,0.05,2,3765,3075,200
random,0.05,3,3729,2762,200
random,0.05,4,3779,2986,200
random,0.05,5,3636,2935,200
random,0.05,6,3820,2549,200
random,0.05,7,3576,2930,200
random,0.05,8,3830,2989,200
random,0.05,9,3816,3170,200
random,0.05,10,3762,2969,200
random,0.05,11,3811,3111,200
random,0.05,12,3766,3116,200
random,0.05,13,3718,3102,200
random,0.05,14,3765,3039,200
random,0.05,15,3829,2946,200
random,0.05,16,3747,2768,200
random,0.05,17,3765,3158,200
random,0.05,18,3742,2979,200
random,0.05,19,3824,3001,200
random,0.05,20,3815,3035,200
random,0.05,21,3821,3068,200
random,0.05,22,3796,3146,200
random,0.05,23,3792,3083,200
random,0.05,24,3826,3053,200
random,0.05,25,3820,3113,200
random,0.05,26,3798,3110,200
random,0.05,27,3809,2983,200
random,0.05,28,3833,3063,200
random,0.05,29,3765,3049,200
random,0.05,30,3816,3129,200
random,0.05,31,3833,3066,200
random,0.05,32,3791,2985,200
random,0.05,33,3817,2944,200
random,0.05,34,3819,2989,200
random,0.05,35,3810,3179,200
random,0.05,36,3786,2896,200
random,0.05,37,3763,2972,200
random,0.05,38,3796,2963,200
random,0.05,39,3822,3062,200
random,0.05,40,3824,3146,200
random,0.05,41,3811,3057,200
random,0.05,42,3816,2853,200
random,0.05,43,3825,3101,200
random,0.05,44,3750,3141,200
random,0.05,45,3795,3135,200
random,0.05,46,3785,2967,200
random,0.05,47,3762,3044,200
random,0.05,48,3801,3177,200
random,0.05,49,3821,2943,200
random,0.05,50,3786,2968,200
random,0.05,51,3816,2949,200
random,0.05,52,3808,3200,200
random,0.05,53,3783,3063,200
random,0.05,54,3773,2865,200
random,0.05,55,3744,3037,200
random,0.05,56,3826,3161,200
random,0.05,57,3631,2947,200
random,0.05,58,3801,2965,200
random,0.05,59,3786,3090,200
random,0.05,60,3819,2985,200
random,0.05,61,3731,3029,200
random,0.05,62,3824,3085,200
random,0.05,63,3827,2943,200
random,0.05,64,3789,2969,200
random,0.05,65,3803,2896,200
random,0.05,66,3808,3047,200
random,0.05,67,3637,2987,200
random,0.05,68,3789,3064,200
random,0.05,69,3518,2843,200
random,0.05,70,3810,2998,200
random,0.05,71,3802,3043,200
random,0.05,72,3628,2924,200
random,0.05,73,3770,2977,200
random,0.05,74,3786,2977,200
random,0.05,75,3815,3109,200
random,0.05,76,3805,2972,200
random,0.05,77,3816,3029,200
random,0.05,78,3805,3104,200
random,0.05,79,3759,2861,200
random,0.05,80,3825,3152,200
random,0.05,81,3809,3143,200
random,0.05,82,3812,3138,200
random,0.05,83,3819,2983,200
random,0.05,84,3806,3107,200
random,0.05,85,3764,2854,200
random,0.05,86,3813,3084,200
random,0.05,87,3613,2876,200
random,0.05,88,3762,2979,200
random,0.05,89,3754,3168,200
random,0.05,90,3829,3098,200
random,0.05,91,3585,2976,200
random,0.05,92,3817,3096,200
random,0.05,93,3820,3009,200
random,0.05,94,3758,2969,200
random,0.05,95,3762,2964,200
random,0.05,96,3782,2825,200
random,0.05,97,3826,3128,200
random,0.05,98,3808,3145,200
random,0.05,99,3807,3062,200
random,0.05,100,3811,3067,200
random,0.05,101,3791,3112,200
random,0.05,102,3814,3082,200
random,0.05,103,3833,3099,200
random,0.05,104,3809,2984,200
random,0.05,105,3816,3065,200
random,0.05,106,3731,2963,200
random,0.05,107,3803,3084,200
random,0.05,108,3822,3102,200
random,0.05,109,3820,3120,200
random,0.05,110,3798,3042,200
random,0.05,111,3802,3090,200
random,0.05,112,3612,2983,200
random,0.05,113,3788,2963,200
random,0.05,114,3622,2885,200
random,0.05,115,3820,3082,200
random,0.05,116,3815,3119,200
random,0.05,117,3825,3111,200
random,0.05,118,3769,2929,200
random,0.05,119,3774,3020,200
random,0.05,120,3834,2901,200
random,0.05,121,3823,2991,200
random,0.05,122,3802,3154,200
random,0.05,123,3776,3033,200
random,0.05,124,3826,3074,200
random,0.05,125,3752,3024,200
random,0.05,126,3789,3083,200
random,0.05,127,3794,3035,200
random,0.05,128,3814,3140,200
random,0.05,129,3819,3135,200
random,0.05,130,3772,2988,200
random,0.05,131,3787,3110,200
random,0.05,132,3777,3118,200
random,0.05,133,3788,3164,200
random,0.05,134,3812,3123,200
random,0.05,135,3807,3030,200
random,0.05,136,3781,3005,200
random,0.05,137,3802,2942,200
random,0.05,138,3797,2966,200
random,0.05,139,3779,3001,200
random,0.05,140,3810,2962,200
random,0.05,141,3827,3144,200
random,0.05,142,3762,3113,200
random,0.05,143,3829,2953,200
random,0.05,144,3789,2750,200
random,0.05,145,3818,3000,200
random,0.05,146,3614,3049,200
random,0.05,147,3797,3114,200
random,0.05,148,3790,3122,200
random,0.05,149,3784,2968,200
random,0.05,150,3818,3024,200
random,0.05,151,3813,3076,200
random,0.05,152,3822,2969,200
random,0.05,153,3806,3163,200
random,0.05,154,3778,2782,200
random,0.05,155,3783,3062,200
random,0.05,156,3778,2922,200
random,0.05,157,3818,3102,200
random,0.05,158,3812,3195,200
random,0.05,159,3808,3114,200
random,0.05,160,3796,3038,200
random,0.05,161,3813,3154,200
random,0.05,162,3713,3092,200
random,0.05,163,3797,3139,200
random,0.05,164,3725,3045,200
random,0.05,165,3822,3071,200
random,0.05,166,3803,2967,200
random,0.05,167,3785,3066,200
random,0.05,168,3613,2935,200
random,0.05,169,3783,3042,200
random,0.05,170,3800,3125,200
random,0.05,171,3758,3000,200
random,0.05,172,3818,3057,200
random,0.05,173,3832,3017,200
random,0.05,174,3795,3187,200
random,0.05,175,3800,3099,200
random,0.05,176,3818,3080,200
random,0.05,177,3804,3114,200
random,0.05,178,3822,2966,200
random,0.05,179,3825,3086,200
random,0.05,180,3763,3058,200
random,0.05,181,3803,2924,200
random,0.05,182,3794,3122,200
random,0.05,183,3789,3008,200
random,0.05,184,3797,3109,200
random,0.05,185,3814,2914,200
random,0.05,186,3811,2964,200
random,0.05,187,3824,3122,200
random,0.05,188,3806,3039,200
random,0.05,189,3791,3009,200
random,0.05,190,3775,2870,200
random,0.05,191,3814,3018,200
random,0.05,192,3790,2885,200
random,0.05,193,3819,3094,200
random,0.05,194,3807,2986,200
random,0.05,195,3757,3085,200
random,0.05,196,3747,2980,200
random,0.05,197,3798,3002,200
random,0.05,198,3795,3105,200
random,0.05,199,3827,3129,200
random,0.05,200,3813,3069,200
random,0.05,201,3770,3051,200
random,0.05,202,3813,3036,200
random,0.05,203,3792,3028,200
random,0.05,204,3774,3167,200
random,0.05,205,3625,2980,200
random,0.05,206,3786,2913,200
random,0.05,207,3814,3063,200
random,0.05,208,3776,3101,200
random,0.05,209,3802,3118,200
random,0.05,210,3817,3057,200
random,0.05,211,3640,2993,200
random,0.05,212,3810,3034,200
random,0.05,213,3800,3133,200
random,0.05,214,3760,3103,200
random,0.05,215,3550,2956,200
random,0.05,216,3829,3112,200
random,0.05,217,3782,3112,200
random,0.05,218,3818,2986,200
random,0.05,219,3825,3126,200
random,0.05,220,3786,3109,200
random,0.05,221,3784,3101,200
random,0.05,222,3831,3150,200
random,0.05,223,3813,3126,200
random,0.05,224,3766,2930,200
random,0.05,225,3801,2963,200
random,0.05,226,3818,3079,200
random,0.05,227,3753,2953,200
random,0.05,228,3814,3093,200
random,0.05,229,3801,3122,200
random,0.05,230,3623,2994,200
random,0.05,231,3788,2853,200
random,0.05,232,3790,3001,200
random,0.05,233,3776,2945,200
random,0.05,234,3789,3052,200
random,0.05,235,3790,2927,200
random,0.05,236,3804,3127,200
random,0.05,237,3789,3087,200
random,0.05,238,3813,3104,200
random,0.05,239,3801,2940,200
random,0.05,240,3739,2858,200
random,0.05,241,3786,3023,200
random,0.05,242,3645,2983,200
random,0.05,243,3825,3087,200
random,0.05,244,3788,3020,200
random,0.05,245,3799,3002,200
random,0.05,246,3803,3194,200
random,0.05,247,3830,3205,200
random,0.05,248,3804,2991,200
random,0.05,249,3833,2988,200
random,0.05,250,3738,3010,200
random,0.05,251,3767,2887,200
random,0.05,252,3820,3040,200
random,0.05,253,3812,3121,200
random,0.05,254,3818,3190,200
random,0.05,255,3821,3020,200
random,0.05,256,3829,3011,200
random,0.05,257,3817,3154,200
random,0.05,258,3820,2975,200
random,0.05,259,3593,2933,200
random,0.05,260,3778,3090,200
random,0.05,261,3834,3068,200
random,0.05,262,3808,3037,200
random,0.05,263,3770,3090,200
random,0.05,264,3814,3116,200
random,0.05,265,3768,3052,200
random,0.05,266,3804,3087,200
random,0.05,267,3807,2981,200
random,0.05,268,3799,3113,200
random,0.05,269,3819,3106,200
random,0.05,270,3794,3038,200
random,0.05,271,3582,2832,200
random,0.05,272,3812,3045,200
random,0.05,273,3795,3116,200
random,0.05,274,3821,2971,200
random,0.05,275,3800,2885,200
random,0.05,276,3812,2914,200
random,0.05,277,3828,3034,200
random,0.05,278,3823,3156,200
random,0.05,279,3808,2868,200
random,0.05,280,3791,2971,200
random,0.05,281,3822,3153,200
random,0.05,282,3830,2968,200
random,0.05,283,3823,3094,200
random,0.05,284,3823,3070,200
random,0.05,285,3826,3063,200
random,0.05,286,3822,3095,200
random,0.05,287,3780,3081,200
random,0.05,288,3809,3123,200
random,0.05,289,3820,3142,200
random,0.05,290,3822,3010,200
random,0.05,291,3807,3060,200
random,0.05,292,3835,3083,200
random,0.05,293,3807,3022,200
random,0.05,294,3792,2961,200
random,0.05,295,3806,3105,200
random,0.05,296,3826,3136,200
random,0.05,297,3816,3187,200
random,0.05,298,3776,3079,200
random,0.05,299,3789,3156,200
random,0.05,300,3809,2918,200
random,0.05,301,3816,2966,200
random,0.05,302,3790,3084,200
random,0.05,303,3794,3091,200
random,0.05,304,3794,2929,200
random,0.05,305,3781,3093,200
random,0.05,306,3813,3169,200
random,0.05,307,3831,2985,200
random,0.05,308,3743,2926,200
random,0.05,309,3636,3013,200
random,0.05,310,3822,3025,200
random,0.05,311,3751,3174,200
random,0.05,312,3748,3010,200
random,0.05,313,3805,3100,200
random,0.05,314,3812,3093,200
random,0.05,315,3803,3114,200
random,0.05,316,3823,3113,200
random,0.05,317,3743,3064,200
random,0.05,318,3815,2736,200
random,0.05,319,3825,3143,200
random,0.05,320,3814,2979,200
random,0.05,321,3733,3066,200
random,0.05,322,3810,3097,200
random,0.05,323,3771,3062,200
random,0.05,324,3819,2964,200
random,0.05,325,3812,3187,200
random,0.05,326,3818,3082,200
random,0.05,327,3804,3133,200
random,0.05,328,3813,2950,200
random,0.05,329,3794,2991,200
random,0.05,330,3791,3129,200
random,0.05,331,3806,2847,200
random,0.05,332,3826,3107,200
random,0.05,333,3746,3117,200
random,0.05,334,3813,3052,200
random,0.05,335,3816,3004,200
random,0.05,336,3815,3122,200
random,0.05,337,3818,2972,200
random,0.05,338,3816,3017,200
random,0.05,339,3812,3104,200
random,0.05,340,3805,3112,200
random,0.05,341,3834,3176,200
random,0.05,342,3785,3056,200
random,0.05,343,3827,3103,200
random,0.05,344,3757,3057,200
random,0.05,345,3828,3063,200
random,0.05,346,3813,2946,200
random,0.05,347,3824,3073,200
random,0.05,348,3757,2945,200
random,0.05,349,3814,3131,200
random,0.05,350,3725,2978,200
random,0.05,351,3824,3129,200
random,0.05,352,3814,3050,200
random,0.05,353,3805,2992,200
random,0.05,354,3810,3155,200
random,0.05,355,3764,3150,200
random,0.05,356,3816,3086,200
random,0.05,357,3811,3027,200
random,0.05,358,3808,3073,200
random,0.05,359,3790,3080,200
random,0.05,360,3807,3060,200
random,0.05,361,3821,3117,200
random,0.05,362,3818,3133,200
random,0.05,363,3823,3096,200
random,0.05,364,3771,2835,200
random,0.05,365,3815,3026,200
random,0.05,366,3774,2909,200
random,0.05,367,3780,3139,200
random,0.05,368,3816,3153,200
random,0.05,369,3814,3182,200
random,0.05,370,3786,3029,200
